protein1 protein2 combined_score
208964.PA4670 208964.PA1586 511
208964.PA1586 208964.PA4733 567
208964.PA4733 208964.PA1586 567
208964.PA1586 208964.PA4785 390
208964.PA4785 208964.PA1586 390
208964.PA1586 208964.PA4829 826
208964.PA4829 208964.PA1586 826
208964.PA1586 208964.PA4847 997
208964.PA4847 208964.PA1586 997
208964.PA1586 208964.PA4848 606
208964.PA4848 208964.PA1586 606
208964.PA1586 208964.PA4936 308
208964.PA4936 208964.PA1586 308
208964.PA1586 208964.PA4978 671
208964.PA4978 208964.PA1586 671
208964.PA1586 208964.PA5015 888
208964.PA5015 208964.PA1586 888
208964.PA1586 208964.PA5169 196
208964.PA5169 208964.PA1586 196
208964.PA1586 208964.PA5186 397
208964.PA5186 208964.PA1586 397
208964.PA1586 208964.PA5192 379
208964.PA5192 208964.PA1586 379
208964.PA1586 208964.PA5253 430
208964.PA5253 208964.PA1586 430
208964.PA1586 208964.PA5435 372
208964.PA5435 208964.PA1586 372
208964.PA1586 208964.PA5436 606
208964.PA5436 208964.PA1586 606
208964.PA1587 208964.PA1588 574
208964.PA1588 208964.PA1587 574
208964.PA1587 208964.PA1589 608
208964.PA1589 208964.PA1587 608
208964.PA1587 208964.PA1638 811
208964.PA1638 208964.PA1587 811
208964.PA1587 208964.PA1642 273
208964.PA1642 208964.PA1587 273
208964.PA1587 208964.PA1647 359
208964.PA1647 208964.PA1587 359
208964.PA1587 208964.PA2040 695
208964.PA2040 208964.PA1587 695
208964.PA1587 208964.PA2247 533
208964.PA2247 208964.PA1587 533
208964.PA1587 208964.PA2248 679
208964.PA2248 208964.PA1587 679
208964.PA1587 208964.PA2442 770
208964.PA2442 208964.PA1587 770
208964.PA1587 208964.PA2444 974
208964.PA2444 208964.PA1587 974
208964.PA1587 208964.PA2445 497
208964.PA2445 208964.PA1587 497
208964.PA1587 208964.PA2446 497
208964.PA2446 208964.PA1587 497
208964.PA1587 208964.PA2502 288
208964.PA2502 208964.PA1587 288
208964.PA1587 208964.PA2563 359
208964.PA2563 208964.PA1587 359
208964.PA1587 208964.PA2634 567
208964.PA2634 208964.PA1587 567
208964.PA1587 208964.PA2638 390
208964.PA2638 208964.PA1587 390
208964.PA1587 208964.PA2640 419
208964.PA2640 208964.PA1587 419
208964.PA1587 208964.PA2641 752
208964.PA2641 208964.PA1587 752
208964.PA1587 208964.PA2642 390
208964.PA2642 208964.PA1587 390
208964.PA1587 208964.PA2644 488
208964.PA2644 208964.PA1587 488
208964.PA1587 208964.PA2876 268
208964.PA2876 208964.PA1587 268
208964.PA1587 208964.PA3068 921
208964.PA3068 208964.PA1587 921
208964.PA1587 208964.PA3107 153
208964.PA3107 208964.PA1587 153
208964.PA1587 208964.PA3118 418
208964.PA3118 208964.PA1587 418
208964.PA1587 208964.PA3356 600
208964.PA3356 208964.PA1587 600
208964.PA1587 208964.PA3415 677
208964.PA3415 208964.PA1587 677
208964.PA1587 208964.PA3416 679
208964.PA3416 208964.PA1587 679
208964.PA1587 208964.PA3417 533
208964.PA3417 208964.PA1587 533
208964.PA1587 208964.PA3435 458
208964.PA3435 208964.PA1587 458
208964.PA1587 208964.PA3602 628
208964.PA3602 208964.PA1587 628
208964.PA1587 208964.PA3637 651
208964.PA3637 208964.PA1587 651
208964.PA1587 208964.PA3834 287
208964.PA3834 208964.PA1587 287
208964.PA1587 208964.PA4017 162
208964.PA4017 208964.PA1587 162
208964.PA1587 208964.PA4150 809
208964.PA4150 208964.PA1587 809
208964.PA1587 208964.PA4151 679
208964.PA4151 208964.PA1587 679
208964.PA1587 208964.PA4152 678
208964.PA4152 208964.PA1587 678
208964.PA1587 208964.PA4470 255
208964.PA4470 208964.PA1587 255
208964.PA1587 208964.PA4588 810
208964.PA4588 208964.PA1587 810
208964.PA1587 208964.PA4602 948
208964.PA4602 208964.PA1587 948
208964.PA1587 208964.PA4631 162
208964.PA4631 208964.PA1587 162
208964.PA1587 208964.PA4670 431
208964.PA4670 208964.PA1587 431
208964.PA1587 208964.PA4772 436
208964.PA4772 208964.PA1587 436
208964.PA1587 208964.PA4796 222
208964.PA4796 208964.PA1587 222
208964.PA1587 208964.PA4978 225
208964.PA4978 208964.PA1587 225
208964.PA1587 208964.PA5015 876
208964.PA5015 208964.PA1587 876
208964.PA1587 208964.PA5016 942
208964.PA5016 208964.PA1587 942
208964.PA1587 208964.PA5035 797
208964.PA5035 208964.PA1587 797
208964.PA1587 208964.PA5036 797
208964.PA5036 208964.PA1587 797
208964.PA1587 208964.PA5119 993
208964.PA5119 208964.PA1587 993
208964.PA1587 208964.PA5213 497
208964.PA5213 208964.PA1587 497
208964.PA1587 208964.PA5214 497
208964.PA5214 208964.PA1587 497
208964.PA1587 208964.PA5215 770
208964.PA5215 208964.PA1587 770
208964.PA1587 208964.PA5253 488
208964.PA5253 208964.PA1587 488
208964.PA1587 208964.PA5336 262
208964.PA5336 208964.PA1587 262
208964.PA1587 208964.PA5353 394
208964.PA5353 208964.PA1587 394
208964.PA1587 208964.PA5399 394
208964.PA5399 208964.PA1587 394
208964.PA1587 208964.PA5415 406
208964.PA5415 208964.PA1587 406
208964.PA1587 208964.PA5508 910
208964.PA5508 208964.PA1587 910
208964.PA1587 208964.PA5522 269
208964.PA5522 208964.PA1587 269
208964.PA1587 208964.PA5554 304
208964.PA5554 208964.PA1587 304
208964.PA1588 208964.PA1589 997
208964.PA1589 208964.PA1588 997
208964.PA1588 208964.PA1648 278
208964.PA1648 208964.PA1588 278
208964.PA1588 208964.PA1736 995
208964.PA1736 208964.PA1588 995
208964.PA1588 208964.PA1991 458
208964.PA1991 208964.PA1588 458
208964.PA1588 208964.PA2001 951
208964.PA2001 208964.PA1588 951
208964.PA1588 208964.PA2011 923
208964.PA2011 208964.PA1588 923
208964.PA1588 208964.PA2014 399
208964.PA2014 208964.PA1588 399
208964.PA1588 208964.PA2025 225
208964.PA2025 208964.PA1588 225
208964.PA1588 208964.PA2193 403
208964.PA2193 208964.PA1588 403
208964.PA1588 208964.PA2197 278
208964.PA2197 208964.PA1588 278
208964.PA1588 208964.PA2247 457
208964.PA2247 208964.PA1588 457
208964.PA1588 208964.PA2248 494
208964.PA2248 208964.PA1588 494
208964.PA1588 208964.PA2249 780
208964.PA2249 208964.PA1588 780
208964.PA1588 208964.PA2250 225
208964.PA2250 208964.PA1588 225
208964.PA1588 208964.PA2475 217
208964.PA2475 208964.PA1588 217
208964.PA1588 208964.PA2553 941
208964.PA2553 208964.PA1588 941
208964.PA1588 208964.PA2555 863
208964.PA2555 208964.PA1588 863
208964.PA1588 208964.PA2629 245
208964.PA2629 208964.PA1588 245
208964.PA1588 208964.PA2640 161
208964.PA2640 208964.PA1588 161
208964.PA1588 208964.PA2714 403
208964.PA2714 208964.PA1588 403
208964.PA1588 208964.PA2716 962
208964.PA2716 208964.PA1588 962
208964.PA1588 208964.PA2888 399
208964.PA2888 208964.PA1588 399
208964.PA1588 208964.PA2940 457
208964.PA2940 208964.PA1588 457
208964.PA1588 208964.PA2968 237
208964.PA2968 208964.PA1588 237
208964.PA1588 208964.PA2991 225
208964.PA2991 208964.PA1588 225
208964.PA1588 208964.PA3013 457
208964.PA3013 208964.PA1588 457
208964.PA1588 208964.PA3112 984
208964.PA3112 208964.PA1588 984
208964.PA1588 208964.PA3118 192
208964.PA3118 208964.PA1588 192
208964.PA1588 208964.PA3126 371
208964.PA3126 208964.PA1588 371
208964.PA1588 208964.PA3139 370
208964.PA3139 208964.PA1588 370
208964.PA1588 208964.PA3286 222
208964.PA3286 208964.PA1588 222
208964.PA1588 208964.PA3302 806
208964.PA3302 208964.PA1588 806
208964.PA1588 208964.PA3331 217
208964.PA3331 208964.PA1588 217
208964.PA1588 208964.PA3333 222
208964.PA3333 208964.PA1588 222
208964.PA1588 208964.PA3415 896
208964.PA3415 208964.PA1588 896
208964.PA1588 208964.PA3416 494
208964.PA3416 208964.PA1588 494
208964.PA1588 208964.PA3417 457
208964.PA3417 208964.PA1588 457
208964.PA1588 208964.PA3418 370
208964.PA3418 208964.PA1588 370
208964.PA1588 208964.PA3454 457
208964.PA3454 208964.PA1588 457
208964.PA1588 208964.PA3516 245
208964.PA3516 208964.PA1588 245
208964.PA1588 208964.PA3517 245
208964.PA3517 208964.PA1588 245
208964.PA1588 208964.PA3568 603
208964.PA3568 208964.PA1588 603
208964.PA1588 208964.PA3589 457
208964.PA3589 208964.PA1588 457
208964.PA1588 208964.PA3602 331
208964.PA3602 208964.PA1588 331
208964.PA1588 208964.PA3639 984
208964.PA3639 208964.PA1588 984
208964.PA1588 208964.PA3679 217
208964.PA3679 208964.PA1588 217
208964.PA1588 208964.PA3700 261
208964.PA3700 208964.PA1588 261
208964.PA1588 208964.PA3792 937
208964.PA3792 208964.PA1588 937
208964.PA1588 208964.PA3807 275
208964.PA3807 208964.PA1588 275
208964.PA1588 208964.PA3810 281
208964.PA3810 208964.PA1588 281
208964.PA1588 208964.PA3925 951
208964.PA3925 208964.PA1588 951
208964.PA1588 208964.PA4150 457
208964.PA4150 208964.PA1588 457
208964.PA1588 208964.PA4151 494
208964.PA4151 208964.PA1588 494
208964.PA1588 208964.PA4152 787
208964.PA4152 208964.PA1588 787
208964.PA1588 208964.PA4250 430
208964.PA4250 208964.PA1588 430
208964.PA1588 208964.PA4265 277
208964.PA4265 208964.PA1588 277
208964.PA1588 208964.PA4272 271
208964.PA4272 208964.PA1588 271
208964.PA1588 208964.PA4277 277
208964.PA4277 208964.PA1588 277
208964.PA1588 208964.PA4470 932
208964.PA4470 208964.PA1588 932
208964.PA1588 208964.PA4588 370
208964.PA4588 208964.PA1588 370
208964.PA1588 208964.PA4655 355
208964.PA4655 208964.PA1588 355
208964.PA1588 208964.PA4733 904
208964.PA4733 208964.PA1588 904
208964.PA1588 208964.PA4761 281
208964.PA4761 208964.PA1588 281
208964.PA1588 208964.PA4785 995
208964.PA4785 208964.PA1588 995
208964.PA1588 208964.PA4811 673
208964.PA4811 208964.PA1588 673
208964.PA1588 208964.PA4812 403
208964.PA4812 208964.PA1588 403
208964.PA1588 208964.PA4829 225
208964.PA4829 208964.PA1588 225
208964.PA1588 208964.PA4847 962
208964.PA4847 208964.PA1588 962
208964.PA1588 208964.PA4848 938
208964.PA4848 208964.PA1588 938
208964.PA1588 208964.PA4872 668
208964.PA4872 208964.PA1588 668
208964.PA1588 208964.PA4873 281
208964.PA4873 208964.PA1588 281
208964.PA1588 208964.PA4944 684
208964.PA4944 208964.PA1588 684
208964.PA1588 208964.PA4978 782
208964.PA4978 208964.PA1588 782
208964.PA1588 208964.PA5016 780
208964.PA5016 208964.PA1588 780
208964.PA1588 208964.PA5036 331
208964.PA5036 208964.PA1588 331
208964.PA1588 208964.PA5119 208
208964.PA5119 208964.PA1588 208
208964.PA1588 208964.PA5186 458
208964.PA5186 208964.PA1588 458
208964.PA1588 208964.PA5192 484
208964.PA5192 208964.PA1588 484
208964.PA1588 208964.PA5240 360
208964.PA5240 208964.PA1588 360
208964.PA1588 208964.PA5263 456
208964.PA5263 208964.PA1588 456
208964.PA1588 208964.PA5299 213
208964.PA5299 208964.PA1588 213
208964.PA1588 208964.PA5436 962
208964.PA5436 208964.PA1588 962
208964.PA1588 208964.PA5445 213
208964.PA5445 208964.PA1588 213
208964.PA1589 208964.PA1648 463
208964.PA1648 208964.PA1589 463
208964.PA1589 208964.PA1736 960
208964.PA1736 208964.PA1589 960
208964.PA1589 208964.PA1779 461
208964.PA1779 208964.PA1589 461
208964.PA1589 208964.PA1938 217
208964.PA1938 208964.PA1589 217
208964.PA1589 208964.PA1949 171
208964.PA1949 208964.PA1589 171
208964.PA1589 208964.PA1991 638
208964.PA1991 208964.PA1589 638
208964.PA1589 208964.PA2000 208
208964.PA2000 208964.PA1589 208
208964.PA1589 208964.PA2001 958
208964.PA2001 208964.PA1589 958
208964.PA1589 208964.PA2011 923
208964.PA2011 208964.PA1589 923
208964.PA1589 208964.PA2014 532
208964.PA2014 208964.PA1589 532
208964.PA1589 208964.PA2025 428
208964.PA2025 208964.PA1589 428
208964.PA1589 208964.PA2193 550
208964.PA2193 208964.PA1589 550
208964.PA1589 208964.PA2197 463
208964.PA2197 208964.PA1589 463
208964.PA1589 208964.PA2221 217
208964.PA2221 208964.PA1589 217
208964.PA1589 208964.PA2243 153
208964.PA2243 208964.PA1589 153
208964.PA1589 208964.PA2247 483
208964.PA2247 208964.PA1589 483
208964.PA1589 208964.PA2248 542
208964.PA2248 208964.PA1589 542
208964.PA1589 208964.PA2249 797
208964.PA2249 208964.PA1589 797
208964.PA1589 208964.PA2250 428
208964.PA2250 208964.PA1589 428
208964.PA1589 208964.PA2259 171
208964.PA2259 208964.PA1589 171
208964.PA1589 208964.PA2298 153
208964.PA2298 208964.PA1589 153
208964.PA1589 208964.PA2320 171
208964.PA2320 208964.PA1589 171
208964.PA1589 208964.PA2424 288
208964.PA2424 208964.PA1589 288
208964.PA1589 208964.PA2537 247
208964.PA2537 208964.PA1589 247
208964.PA1589 208964.PA2553 773
208964.PA2553 208964.PA1589 773
208964.PA1589 208964.PA2555 863
208964.PA2555 208964.PA1589 863
208964.PA1589 208964.PA2557 288
208964.PA2557 208964.PA1589 288
208964.PA1589 208964.PA2639 400
208964.PA2639 208964.PA1589 400
208964.PA1589 208964.PA2640 399
208964.PA2640 208964.PA1589 399
208964.PA1589 208964.PA2642 399
208964.PA2642 208964.PA1589 399
208964.PA1589 208964.PA2644 192
208964.PA2644 208964.PA1589 192
208964.PA1589 208964.PA2714 550
208964.PA2714 208964.PA1589 550
208964.PA1589 208964.PA2716 962
208964.PA2716 208964.PA1589 962
208964.PA1589 208964.PA2840 268
208964.PA2840 208964.PA1589 268
208964.PA1589 208964.PA2851 224
208964.PA2851 208964.PA1589 224
208964.PA1589 208964.PA2888 532
208964.PA2888 208964.PA1589 532
208964.PA1589 208964.PA2893 288
208964.PA2893 208964.PA1589 288
208964.PA1589 208964.PA2940 457
208964.PA2940 208964.PA1589 457
208964.PA1589 208964.PA2953 399
208964.PA2953 208964.PA1589 399
208964.PA1589 208964.PA2991 428
208964.PA2991 208964.PA1589 428
208964.PA1589 208964.PA3004 665
208964.PA3004 208964.PA1589 665
208964.PA1589 208964.PA3013 457
208964.PA3013 208964.PA1589 457
208964.PA1589 208964.PA3083 199
208964.PA3083 208964.PA1589 199
208964.PA1589 208964.PA3112 984
208964.PA3112 208964.PA1589 984
208964.PA1589 208964.PA3118 819
208964.PA3118 208964.PA1589 819
208964.PA1589 208964.PA3126 676
208964.PA3126 208964.PA1589 676
208964.PA1589 208964.PA3142 217
208964.PA3142 208964.PA1589 217
208964.PA1589 208964.PA3143 217
208964.PA3143 208964.PA1589 217
208964.PA1589 208964.PA3146 226
208964.PA3146 208964.PA1589 226
208964.PA1589 208964.PA3267 247
208964.PA3267 208964.PA1589 247
208964.PA1589 208964.PA3299 288
208964.PA3299 208964.PA1589 288
208964.PA1589 208964.PA3300 288
208964.PA3300 208964.PA1589 288
208964.PA1589 208964.PA3302 806
208964.PA3302 208964.PA1589 806
208964.PA1589 208964.PA3337 226
208964.PA3337 208964.PA1589 226
208964.PA1589 208964.PA3415 904
208964.PA3415 208964.PA1589 904
208964.PA1589 208964.PA3416 542
208964.PA3416 208964.PA1589 542
208964.PA1589 208964.PA3417 483
208964.PA3417 208964.PA1589 483
208964.PA1589 208964.PA3454 457
208964.PA3454 208964.PA1589 457
208964.PA1589 208964.PA3466 268
208964.PA3466 208964.PA1589 268
208964.PA1589 208964.PA3534 461
208964.PA3534 208964.PA1589 461
208964.PA1589 208964.PA3554 226
208964.PA3554 208964.PA1589 226
208964.PA1589 208964.PA3563 171
208964.PA3563 208964.PA1589 171
208964.PA1589 208964.PA3568 603
208964.PA3568 208964.PA1589 603
208964.PA1589 208964.PA3589 457
208964.PA3589 208964.PA1589 457
208964.PA1589 208964.PA3639 984
208964.PA3639 208964.PA1589 984
208964.PA1589 208964.PA3653 184
208964.PA3653 208964.PA1589 184
208964.PA1589 208964.PA3682 451
208964.PA3682 208964.PA1589 451
208964.PA1589 208964.PA3686 482
208964.PA3686 208964.PA1589 482
208964.PA1589 208964.PA3769 665
208964.PA3769 208964.PA1589 665
208964.PA1589 208964.PA3792 936
208964.PA3792 208964.PA1589 936
208964.PA1589 208964.PA3807 684
208964.PA3807 208964.PA1589 684
208964.PA1589 208964.PA3810 516
208964.PA3810 208964.PA1589 516
208964.PA1589 208964.PA3813 189
208964.PA3813 208964.PA1589 189
208964.PA1589 208964.PA3860 288
208964.PA3860 208964.PA1589 288
208964.PA1589 208964.PA3861 268
208964.PA3861 208964.PA1589 268
208964.PA1589 208964.PA3868 217
208964.PA3868 208964.PA1589 217
208964.PA1589 208964.PA3924 288
208964.PA3924 208964.PA1589 288
208964.PA1589 208964.PA3925 773
208964.PA3925 208964.PA1589 773
208964.PA1589 208964.PA3950 268
208964.PA3950 208964.PA1589 268
208964.PA1589 208964.PA4017 240
208964.PA4017 208964.PA1589 240
208964.PA1589 208964.PA4068 226
208964.PA4068 208964.PA1589 226
208964.PA1589 208964.PA4150 483
208964.PA4150 208964.PA1589 483
208964.PA1589 208964.PA4151 542
208964.PA4151 208964.PA1589 542
208964.PA1589 208964.PA4152 804
208964.PA4152 208964.PA1589 804
208964.PA1589 208964.PA4198 288
208964.PA4198 208964.PA1589 288
208964.PA1589 208964.PA4209 183
208964.PA4209 208964.PA1589 183
208964.PA1589 208964.PA4250 792
208964.PA4250 208964.PA1589 792
208964.PA1589 208964.PA4265 492
208964.PA4265 208964.PA1589 492
208964.PA1589 208964.PA4277 492
208964.PA4277 208964.PA1589 492
208964.PA1589 208964.PA4351 247
208964.PA4351 208964.PA1589 247
208964.PA1589 208964.PA4361 226
208964.PA4361 208964.PA1589 226
208964.PA1589 208964.PA4395 240
208964.PA4395 208964.PA1589 240
208964.PA1589 208964.PA4429 399
208964.PA4429 208964.PA1589 399
208964.PA1589 208964.PA4431 399
208964.PA4431 208964.PA1589 399
208964.PA1589 208964.PA4470 956
208964.PA4470 208964.PA1589 956
208964.PA1589 208964.PA4631 240
208964.PA4631 208964.PA1589 240
208964.PA1589 208964.PA4670 396
208964.PA4670 208964.PA1589 396
208964.PA1589 208964.PA4733 768
208964.PA4733 208964.PA1589 768
208964.PA1589 208964.PA4761 516
208964.PA4761 208964.PA1589 516
208964.PA1589 208964.PA4772 233
208964.PA4772 208964.PA1589 233
208964.PA1589 208964.PA4785 961
208964.PA4785 208964.PA1589 961
208964.PA1589 208964.PA4799 482
208964.PA4799 208964.PA1589 482
208964.PA1589 208964.PA4811 899
208964.PA4811 208964.PA1589 899
208964.PA1589 208964.PA4812 550
208964.PA4812 208964.PA1589 550
208964.PA1589 208964.PA4829 428
208964.PA4829 208964.PA1589 428
208964.PA1589 208964.PA4847 993
208964.PA4847 208964.PA1589 993
208964.PA1589 208964.PA4848 852
208964.PA4848 208964.PA1589 852
208964.PA1589 208964.PA4872 811
208964.PA4872 208964.PA1589 811
208964.PA1589 208964.PA4873 516
208964.PA4873 208964.PA1589 516
208964.PA1589 208964.PA4978 814
208964.PA4978 208964.PA1589 814
208964.PA1589 208964.PA5016 797
208964.PA5016 208964.PA1589 797
208964.PA1589 208964.PA5119 204
208964.PA5119 208964.PA1589 204
208964.PA1589 208964.PA5181 461
208964.PA5181 208964.PA1589 461
208964.PA1589 208964.PA5186 638
208964.PA5186 208964.PA1589 638
208964.PA1589 208964.PA5240 360
208964.PA5240 208964.PA1589 360
208964.PA1589 208964.PA5253 192
208964.PA5253 208964.PA1589 192
208964.PA1589 208964.PA5288 224
208964.PA5288 208964.PA1589 224
208964.PA1589 208964.PA5299 371
208964.PA5299 208964.PA1589 371
208964.PA1589 208964.PA5331 676
208964.PA5331 208964.PA1589 676
208964.PA1589 208964.PA5343 226
208964.PA5343 208964.PA1589 226
208964.PA1589 208964.PA5347 461
208964.PA5347 208964.PA1589 461
208964.PA1589 208964.PA5436 962
208964.PA5436 208964.PA1589 962
208964.PA1589 208964.PA5445 853
208964.PA5445 208964.PA1589 853
208964.PA1589 208964.PA5454 226
208964.PA5454 208964.PA1589 226
208964.PA1589 208964.PA5553 399
208964.PA5553 208964.PA1589 399
208964.PA1589 208964.PA5554 240
208964.PA5554 208964.PA1589 240
208964.PA1589 208964.PA5555 400
208964.PA5555 208964.PA1589 400
208964.PA1589 208964.PA5556 401
208964.PA5556 208964.PA1589 401
208964.PA1590 208964.PA2740 185
208964.PA2740 208964.PA1590 185
208964.PA1596 208964.PA1702 452
208964.PA1702 208964.PA1596 452
208964.PA1596 208964.PA1707 452
208964.PA1707 208964.PA1596 452
208964.PA1596 208964.PA1751 194
208964.PA1751 208964.PA1596 194
208964.PA1596 208964.PA1793 732
208964.PA1793 208964.PA1596 732
208964.PA1596 208964.PA1932 171
208964.PA1932 208964.PA1596 171
208964.PA1596 208964.PA1973 155
208964.PA1973 208964.PA1596 155
208964.PA1596 208964.PA2062 331
208964.PA2062 208964.PA1596 331
208964.PA1596 208964.PA2071 403
208964.PA2071 208964.PA1596 403
208964.PA1596 208964.PA2102 278
208964.PA2102 208964.PA1596 278
208964.PA1596 208964.PA2103 265
208964.PA2103 208964.PA1596 265
208964.PA1596 208964.PA2106 263
208964.PA2106 208964.PA1596 263
208964.PA1596 208964.PA2450 709
208964.PA2450 208964.PA1596 709
208964.PA1596 208964.PA2475 402
208964.PA2475 208964.PA1596 402
208964.PA1596 208964.PA2477 194
208964.PA2477 208964.PA1596 194
208964.PA1596 208964.PA2498 479
208964.PA2498 208964.PA1596 479
208964.PA1596 208964.PA2502 781
208964.PA2502 208964.PA1596 781
208964.PA1596 208964.PA2539 419
208964.PA2539 208964.PA1596 419
208964.PA1596 208964.PA2604 373
208964.PA2604 208964.PA1596 373
208964.PA1596 208964.PA2643 400
208964.PA2643 208964.PA1596 400
208964.PA1596 208964.PA2694 194
208964.PA2694 208964.PA1596 194
208964.PA1596 208964.PA2732 179
208964.PA2732 208964.PA1596 179
208964.PA1596 208964.PA2778 452
208964.PA2778 208964.PA1596 452
208964.PA1596 208964.PA2822 171
208964.PA2822 208964.PA1596 171
208964.PA1596 208964.PA2854 166
208964.PA2854 208964.PA1596 166
208964.PA1596 208964.PA2862 154
208964.PA2862 208964.PA1596 154
208964.PA1596 208964.PA3063 452
208964.PA3063 208964.PA1596 452
208964.PA1596 208964.PA3087 725
208964.PA3087 208964.PA1596 725
208964.PA1596 208964.PA3217 517
208964.PA3217 208964.PA1596 517
208964.PA1596 208964.PA3227 732
